archive	group_index	record_ordinal	lookup_action_id	stored_action_id	name_bytes_hex	name_text_best_effort	index_record_offset_hex	block_offset_hex	block_size_bytes	variant_slots	nonempty_variants	reserved_0_hex	reserved_1_hex	reserved_2_hex
all_item.act	1	338	3338	0	0000000000000000000000000000000000000000		00003A08	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	339	3339	0	0000000000000000000000000000000000000000		00003A34	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	340	3340	0	0000000000000000000000000000000000000000		00003A60	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	341	3341	0	0000000000000000000000000000000000000000		00003A8C	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	342	3342	0	0000000000000000000000000000000000000000		00003AB8	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	343	3343	0	0000000000000000000000000000000000000000		00003AE4	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	344	3344	0	0000000000000000000000000000000000000000		00003B10	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	345	3345	0	0000000000000000000000000000000000000000		00003B3C	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	346	3346	0	0000000000000000000000000000000000000000		00003B68	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	347	3347	0	0000000000000000000000000000000000000000		00003B94	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	348	3348	0	0000000000000000000000000000000000000000		00003BC0	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	349	3349	0	0000000000000000000000000000000000000000		00003BEC	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	350	3350	0	0000000000000000000000000000000000000000		00003C18	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	351	3351	3351	3333353100000000000000000000000000000000	3351	00003C44	00034632	300	69	1	00000000	00000000	00000000
all_item.act	1	352	3352	3352	3333353200000000000000000000000000000000	3352	00003C70	0003475E	300	69	1	00000000	00000000	00000000
all_item.act	1	353	3353	3353	3333353300000000000000000000000000000000	3353	00003C9C	0003488A	300	69	1	00000000	00000000	00000000
all_item.act	1	354	3354	3354	3333353400000000000000000000000000000000	3354	00003CC8	000349B6	300	69	1	00000000	00000000	00000000
all_item.act	1	355	3355	3355	3333353500000000000000000000000000000000	3355	00003CF4	00034AE2	300	69	1	00000000	00000000	00000000
all_item.act	1	356	3356	3356	3333353600000000000000000000000000000000	3356	00003D20	00034C0E	300	69	1	00000000	00000000	00000000
all_item.act	1	357	3357	3357	3333353700000000000000000000000000000000	3357	00003D4C	00034D3A	300	69	1	00000000	00000000	00000000
all_item.act	1	358	3358	3358	3333353800000000000000000000000000000000	3358	00003D78	0003695A	300	69	1	00000000	00000000	00000000
all_item.act	1	359	3359	3359	3333353900000000000000000000000000000000	3359	00003DA4	00034E66	300	69	1	00000000	00000000	00000000
all_item.act	1	360	3360	3360	3333363000000000000000000000000000000000	3360	00003DD0	00036A86	300	69	1	00000000	00000000	00000000
all_item.act	1	361	3361	3361	3333363100000000000000000000000000000000	3361	00003DFC	00038C82	300	69	1	00000000	00000000	00000000
all_item.act	1	362	3362	3362	3333363200000000000000000000000000000000	3362	00003E28	00038DAE	300	69	1	00000000	00000000	00000000
all_item.act	1	363	3363	3363	3333363300000000000000000000000000000000	3363	00003E54	00038EDA	300	69	1	00000000	00000000	00000000
all_item.act	1	364	3364	3364	3333363400000000000000000000000000000000	3364	00003E80	00034F92	300	69	1	00000000	00000000	00000000
all_item.act	1	365	3365	3365	3333363500000000000000000000000000000000	3365	00003EAC	00036BB2	300	69	1	00000000	00000000	00000000
all_item.act	1	366	3366	3366	3333363600000000000000000000000000000000	3366	00003ED8	00036CDE	300	69	1	00000000	00000000	00000000
all_item.act	1	367	3367	3367	3333363700000000000000000000000000000000	3367	00003F04	00036E0A	300	69	1	00000000	00000000	00000000
all_item.act	1	368	3368	3368	3333363800000000000000000000000000000000	3368	00003F30	00036F36	300	69	1	00000000	00000000	00000000
all_item.act	1	369	3369	3369	3333363900000000000000000000000000000000	3369	00003F5C	00037062	300	69	1	00000000	00000000	00000000
all_item.act	1	370	3370	3370	3333373000000000000000000000000000000000	3370	00003F88	0003718E	300	69	1	00000000	00000000	00000000
all_item.act	1	371	3371	3371	3333373100000000000000000000000000000000	3371	00003FB4	000372BA	300	69	1	00000000	00000000	00000000
all_item.act	1	372	3372	3372	3333373200000000000000000000000000000000	3372	00003FE0	000350BE	300	69	1	00000000	00000000	00000000
all_item.act	1	373	3373	3373	3333373300000000000000000000000000000000	3373	0000400C	000373E6	300	69	1	00000000	00000000	00000000
all_item.act	1	374	3374	3374	3333373400000000000000000000000000000000	3374	00004038	00037512	300	69	1	00000000	00000000	00000000
all_item.act	1	375	3375	3375	3333373500000000000000000000000000000000	3375	00004064	00039006	300	69	1	00000000	00000000	00000000
all_item.act	1	376	3376	3376	3333373600000000000000000000000000000000	3376	00004090	00039132	300	69	1	00000000	00000000	00000000
all_item.act	1	377	3377	3377	3333373700000000000000000000000000000000	3377	000040BC	0003925E	300	69	1	00000000	00000000	00000000
all_item.act	1	378	3378	3378	3333373800000000000000000000000000000000	3378	000040E8	000351EA	300	69	1	00000000	00000000	00000000
all_item.act	1	379	3379	3379	3333373900000000000000000000000000000000	3379	00004114	0003938A	300	69	1	00000000	00000000	00000000
all_item.act	1	380	3380	3380	3333383000000000000000000000000000000000	3380	00004140	000394B6	300	69	1	00000000	00000000	00000000
all_item.act	1	381	3381	3381	3333383100000000000000000000000000000000	3381	0000416C	000395E2	300	69	1	00000000	00000000	00000000
all_item.act	1	382	3382	3382	3333383200000000000000000000000000000000	3382	00004198	00039F42	300	69	1	00000000	00000000	00000000
all_item.act	1	383	3383	3383	3333383300000000000000000000000000000000	3383	000041C4	00035316	300	69	1	00000000	00000000	00000000
all_item.act	1	384	3384	3384	3333383400000000000000000000000000000000	3384	000041F0	0003970E	300	69	1	00000000	00000000	00000000
all_item.act	1	385	3385	3385	3333383500000000000000000000000000000000	3385	0000421C	0003A06E	300	69	1	00000000	00000000	00000000
all_item.act	1	386	3386	3386	3333383600000000000000000000000000000000	3386	00004248	0003A19A	300	69	1	00000000	00000000	00000000
all_item.act	1	387	3387	3387	3333383700000000000000000000000000000000	3387	00004274	0003A2C6	300	69	1	00000000	00000000	00000000
all_item.act	1	388	3388	3388	3333383800000000000000000000000000000000	3388	000042A0	0003A3F2	300	69	1	00000000	00000000	00000000
all_item.act	1	389	3389	3389	3333383900000000000000000000000000000000	3389	000042CC	0003763E	300	69	1	00000000	00000000	00000000
all_item.act	1	390	3390	3390	3333393000000000000000000000000000000000	3390	000042F8	0003776A	300	69	1	00000000	00000000	00000000
all_item.act	1	391	3391	3391	3333393100000000000000000000000000000000	3391	00004324	0003983A	300	69	1	00000000	00000000	00000000
all_item.act	1	392	3392	3392	3333393200000000000000000000000000000000	3392	00004350	00039966	300	69	1	00000000	00000000	00000000
all_item.act	1	393	3393	3393	3333393300000000000000000000000000000000	3393	0000437C	00039A92	300	69	1	00000000	00000000	00000000
all_item.act	1	394	3394	3394	3333393400000000000000000000000000000000	3394	000043A8	0003A51E	300	69	1	00000000	00000000	00000000
all_item.act	1	395	3395	3395	3333393500000000000000000000000000000000	3395	000043D4	0003A64A	300	69	1	00000000	00000000	00000000
all_item.act	1	396	3396	3396	3333393600000000000000000000000000000000	3396	00004400	0003A776	300	69	1	00000000	00000000	00000000
all_item.act	1	397	3397	3397	3333393700000000000000000000000000000000	3397	0000442C	0003A8A2	300	69	1	00000000	00000000	00000000
all_item.act	1	398	3398	3398	3333393800000000000000000000000000000000	3398	00004458	0003A9CE	300	69	1	00000000	00000000	00000000
all_item.act	1	399	3399	3399	3333393900000000000000000000000000000000	3399	00004484	00037896	300	69	1	00000000	00000000	00000000
all_item.act	1	400	3400	3400	3334303000000000000000000000000000000000	3400	000044B0	0003AAFA	300	69	1	00000000	00000000	00000000
all_item.act	1	401	3401	3401	3334303100000000000000000000000000000000	3401	000044DC	00035442	300	69	1	00000000	00000000	00000000
all_item.act	1	402	3402	3402	3334303200000000000000000000000000000000	3402	00004508	000379C2	300	69	1	00000000	00000000	00000000
all_item.act	1	403	3403	3403	3334303300000000000000000000000000000000	3403	00004534	0003BB62	300	69	1	00000000	00000000	00000000
all_item.act	1	404	3404	3404	3334303400000000000000000000000000000000	3404	00004560	0003AC26	300	69	1	00000000	00000000	00000000
all_item.act	1	405	3405	3405	3334303500000000000000000000000000000000	3405	0000458C	00037AEE	300	69	1	00000000	00000000	00000000
all_item.act	1	406	3406	3406	3334303600000000000000000000000000000000	3406	000045B8	0003556E	300	69	1	00000000	00000000	00000000
all_item.act	1	407	3407	3407	3334303700000000000000000000000000000000	3407	000045E4	00037C1A	300	69	1	00000000	00000000	00000000
all_item.act	1	408	3408	3408	3334303800000000000000000000000000000000	3408	00004610	0003569A	300	69	1	00000000	00000000	00000000
all_item.act	1	409	3409	3409	3334303900000000000000000000000000000000	3409	0000463C	000357C6	300	69	1	00000000	00000000	00000000
all_item.act	1	410	3410	3410	3334313000000000000000000000000000000000	3410	00004668	00037D46	300	69	1	00000000	00000000	00000000
all_item.act	1	411	3411	3411	3334313100000000000000000000000000000000	3411	00004694	000358F2	300	69	1	00000000	00000000	00000000
all_item.act	1	412	3412	3412	3334313200000000000000000000000000000000	3412	000046C0	00035A1E	300	69	1	00000000	00000000	00000000
all_item.act	1	413	3413	3413	3334313300000000000000000000000000000000	3413	000046EC	00035B4A	300	69	1	00000000	00000000	00000000
all_item.act	1	414	3414	3414	3334313400000000000000000000000000000000	3414	00004718	00039BBE	300	69	1	00000000	00000000	00000000
all_item.act	1	415	3415	3415	3334313500000000000000000000000000000000	3415	00004744	00037E72	300	69	1	00000000	00000000	00000000
all_item.act	1	416	3416	3416	3334313600000000000000000000000000000000	3416	00004770	00035C76	300	69	1	00000000	00000000	00000000
all_item.act	1	417	3417	3417	3334313700000000000000000000000000000000	3417	0000479C	00035DA2	300	69	1	00000000	00000000	00000000
all_item.act	1	418	3418	3418	3334313800000000000000000000000000000000	3418	000047C8	00035ECE	300	69	1	00000000	00000000	00000000
all_item.act	1	419	3419	3419	3334313900000000000000000000000000000000	3419	000047F4	00035FFA	300	69	1	00000000	00000000	00000000
all_item.act	1	420	3420	3420	3334323000000000000000000000000000000000	3420	00004820	000364AA	300	69	1	00000000	00000000	00000000
all_item.act	1	421	3421	3421	3334323100000000000000000000000000000000	3421	0000484C	0003637E	300	69	1	00000000	00000000	00000000
all_item.act	1	422	3422	0	0000000000000000000000000000000000000000		00004878	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	423	3423	3423	3334323300000000000000000000000000000000	3423	000048A4	0003D52A	300	69	1	00000000	00000000	00000000
all_item.act	1	424	3424	3424	3334323400000000000000000000000000000000	3424	000048D0	0003D656	300	69	1	00000000	00000000	00000000
all_item.act	1	425	3425	3425	3334323500000000000000000000000000000000	3425	000048FC	0003D782	300	69	1	00000000	00000000	00000000
all_item.act	1	426	3426	3426	3334323600000000000000000000000000000000	3426	00004928	0003D8AE	300	69	1	00000000	00000000	00000000
all_item.act	1	427	3427	0	0000000000000000000000000000000000000000		00004954	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	428	3428	3428	3334323800000000000000000000000000000000	3428	00004980	00037F9E	300	69	1	00000000	00000000	00000000
all_item.act	1	429	3429	3429	3334323900000000000000000000000000000000	3429	000049AC	0003E6BA	296	69	1	00000000	00000000	00000000
all_item.act	1	430	3430	3430	3334333000000000000000000000000000000000	3430	000049D8	000380CA	300	69	1	00000000	00000000	00000000
all_item.act	1	431	3431	3431	3334333100000000000000000000000000000000	3431	00004A04	00039CEA	300	69	1	00000000	00000000	00000000
all_item.act	1	432	3432	3432	3334333200000000000000000000000000000000	3432	00004A30	00039E16	300	69	1	00000000	00000000	00000000
all_item.act	1	433	3433	3433	3334333300000000000000000000000000000000	3433	00004A5C	0003D9DA	300	69	1	00000000	00000000	00000000
all_item.act	1	434	3434	3434	3334333400000000000000000000000000000000	3434	00004A88	0003DB06	300	69	1	00000000	00000000	00000000
all_item.act	1	435	3435	3435	3334333500000000000000000000000000000000	3435	00004AB4	0003BC8E	300	69	1	00000000	00000000	00000000
all_item.act	1	436	3436	3436	3334333600000000000000000000000000000000	3436	00004AE0	0003E7E2	296	69	1	00000000	00000000	00000000
all_item.act	1	437	3437	3437	3334333700000000000000000000000000000000	3437	00004B0C	0003E90A	296	69	1	00000000	00000000	00000000
all_item.act	1	438	3438	3438	3334333800000000000000000000000000000000	3438	00004B38	0003EA32	296	69	1	00000000	00000000	00000000
all_item.act	1	439	3439	3439	3334333900000000000000000000000000000000	3439	00004B64	0003EB5A	296	69	1	00000000	00000000	00000000
all_item.act	1	440	3440	3440	3334343000000000000000000000000000000000	3440	00004B90	0003EC82	296	69	1	00000000	00000000	00000000
all_item.act	1	441	3441	3441	3334343100000000000000000000000000000000	3441	00004BBC	0003EDAA	296	69	1	00000000	00000000	00000000
all_item.act	1	442	3442	3442	3334343200000000000000000000000000000000	3442	00004BE8	0003EED2	296	69	1	00000000	00000000	00000000
all_item.act	1	443	3443	3443	3334343300000000000000000000000000000000	3443	00004C14	0003EFFA	296	69	1	00000000	00000000	00000000
all_item.act	1	444	3444	3444	3334343400000000000000000000000000000000	3444	00004C40	0003F122	296	69	1	00000000	00000000	00000000
all_item.act	1	445	3445	3445	3334343500000000000000000000000000000000	3445	00004C6C	000405F2	296	69	1	00000000	00000000	00000000
all_item.act	1	446	3446	3446	3334343600000000000000000000000000000000	3446	00004C98	0004071A	296	69	1	00000000	00000000	00000000
all_item.act	1	447	3447	3447	3334343700000000000000000000000000000000	3447	00004CC4	0003F24A	296	69	1	00000000	00000000	00000000
all_item.act	1	448	3448	3448	3334343800000000000000000000000000000000	3448	00004CF0	00040842	296	69	1	00000000	00000000	00000000
all_item.act	1	449	3449	3449	3334343900000000000000000000000000000000	3449	00004D1C	0004096A	296	69	1	00000000	00000000	00000000
all_item.act	1	450	3450	3450	3334353000000000000000000000000000000000	3450	00004D48	0003F372	296	69	1	00000000	00000000	00000000
all_item.act	1	451	3451	3451	3334353100000000000000000000000000000000	3451	00004D74	0003F49A	296	69	1	00000000	00000000	00000000
all_item.act	1	452	3452	3452	3334353200000000000000000000000000000000	3452	00004DA0	00040A92	296	69	1	00000000	00000000	00000000
all_item.act	1	453	3453	3453	3334353300000000000000000000000000000000	3453	00004DCC	0003F5C2	296	69	1	00000000	00000000	00000000
all_item.act	1	454	3454	3454	3334353400000000000000000000000000000000	3454	00004DF8	0003F6EA	296	69	1	00000000	00000000	00000000
all_item.act	1	455	3455	3455	3334353500000000000000000000000000000000	3455	00004E24	0003F812	296	69	1	00000000	00000000	00000000
all_item.act	1	456	3456	3456	3334353600000000000000000000000000000000	3456	00004E50	000421B2	296	69	1	00000000	00000000	00000000
all_item.act	1	457	3457	3457	3334353700000000000000000000000000000000	3457	00004E7C	0003F93A	296	69	1	00000000	00000000	00000000
all_item.act	1	458	3458	0	0000000000000000000000000000000000000000		00004EA8	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	459	3459	0	0000000000000000000000000000000000000000		00004ED4	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	460	3460	0	0000000000000000000000000000000000000000		00004F00	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	461	3461	0	0000000000000000000000000000000000000000		00004F2C	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	462	3462	0	0000000000000000000000000000000000000000		00004F58	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	463	3463	0	0000000000000000000000000000000000000000		00004F84	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	464	3464	0	0000000000000000000000000000000000000000		00004FB0	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	465	3465	0	0000000000000000000000000000000000000000		00004FDC	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	466	3466	0	0000000000000000000000000000000000000000		00005008	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	467	3467	0	0000000000000000000000000000000000000000		00005034	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	468	3468	0	0000000000000000000000000000000000000000		00005060	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	469	3469	0	0000000000000000000000000000000000000000		0000508C	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	470	3470	0	0000000000000000000000000000000000000000		000050B8	00000000	0	0	0	00000000	00000000	00000000
all_item.act	1	471	3471	3471	3334373100000000000000000000000000000000	3471	000050E4	0002813C	300	69	1	00000000	00000000	00000000
all_item.act	1	472	3472	3472	3334373200000000000000000000000000000000	3472	00005110	00028268	300	69	1	00000000	00000000	00000000
all_item.act	1	473	3473	3473	3334373300000000000000000000000000000000	3473	0000513C	00028394	300	69	1	00000000	00000000	00000000
all_item.act	1	474	3474	3474	3334373400000000000000000000000000000000	3474	00005168	000284C0	300	69	1	00000000	00000000	00000000
all_item.act	1	475	3475	3475	3334373500000000000000000000000000000000	3475	00005194	000285EC	300	69	1	00000000	00000000	00000000
all_item.act	1	476	3476	3476	3334373600000000000000000000000000000000	3476	000051C0	00028718	300	69	1	00000000	00000000	00000000
all_item.act	1	477	3477	3477	3334373700000000000000000000000000000000	3477	000051EC	00028844	300	69	1	00000000	00000000	00000000
all_item.act	1	478	3478	3478	3334373800000000000000000000000000000000	3478	00005218	00028970	300	69	1	00000000	00000000	00000000
all_item.act	1	479	3479	3479	3334373900000000000000000000000000000000	3479	00005244	00028A9C	300	69	1	00000000	00000000	00000000
all_magic.act	2	1	6001	6001	A4F5A8742D2DAF50A4F5B34E0000000000000000	火系--烈火術	0000001C	000425B2	296	1	1	00000000	00000000	00000000
all_magic.act	2	2	6002	6002	A4F5A8742D2DB54BA4F5C0F40000000000000000	火系--焰火環	00000048	00028DFE	172	1	1	00000000	00000000	00000000
all_magic.act	2	3	6003	6003	A4F5A8742D2DA4F5C646AEF0B86E000000000000	火系--火靈氣罩	00000074	00033D9C	1068	2	2	00000000	00000000	00000000
all_magic.act	2	4	6004	6004	A4F5A8742D2DA4F5AAA2BC750000000000000000	火系--火炎彈	000000A0	00021ED0	336	1	1	00000000	00000000	00000000
all_magic.act	2	5	6005	6005	A4F5A8742D2DAF50A4E9BB6BB7FA000000000000	火系--烈日蝕睛	000000CC	0002BB66	1298	2	2	00000000	00000000	00000000
all_magic.act	2	6	6006	6006	A4F5A8742D2DBF4BAAA2AA690000000000000000	火系--熾炎波	000000F8	0002E60C	454	1	1	00000000	00000000	00000000
all_magic.act	2	7	6007	6007	A4F5A8742D2DA6B6B3B6AEB6AFCD000000000000	火系--朱雀振翅	00000124	00041B4C	1110	1	1	00000000	00000000	00000000
all_magic.act	2	8	6008	6008	A4F5A8742D2DA4F5AFABADB0C17B000000000000	火系--火神降臨	00000150	0003F2DC	686	1	1	00000000	00000000	00000000
all_magic.act	2	9	6009	6009	A4F4A8742D2DBBEEB3A5C55DC553000000000000	水系--魂野魔露	0000017C	00028C34	458	1	1	00000000	00000000	00000000
all_magic.act	2	10	6010	6010	A4F4A8742D2DA464A4F4BEAEA642000000000000	水系--千水凝冰	000001A8	00021110	420	1	1	00000000	00000000	00000000
all_magic.act	2	11	6011	6011	A4F4A8742D2DAEF6B1B2B54CB671000000000000	水系--浪捲無量	000001D4	0002DA14	700	3	3	00000000	00000000	00000000
all_magic.act	2	12	6012	6012	A4F4A8742D2DADE1C3FAB34E0000000000000000	水系--凍霧術	00000200	00039BA0	606	1	1	00000000	00000000	00000000
all_magic.act	2	13	6013	6013	A4F4A8742D2DA642A5DBB6C3BC59000000000000	水系--冰石亂墜	0000022C	0002E7D2	498	1	1	00000000	00000000	00000000
all_magic.act	2	14	6014	6014	A4F4A8742D2DB448A642AC50AB42000000000000	水系--寒冰星雨	00000258	0003559E	1034	1	1	00000000	00000000	00000000
all_magic.act	2	15	6015	6015	A4F4A8742D2DAB43C073B6B3ABCC000000000000	水系--青龍雲屏	00000284	00040452	506	1	1	00000000	00000000	00000000
all_magic.act	2	16	6016	6016	A4F4A8742D2DAEFCAFABBCE90000000000000000	水系--海神潮	000002B0	00041342	570	1	1	00000000	00000000	00000000
all_magic.act	2	17	6017	6017	ADB7A8742D2DC2E0ADB7B34E0000000000000000	風系--轉風術	000002DC	00025E3C	792	2	2	00000000	00000000	00000000
all_magic.act	2	18	6018	6018	ADB7A8742D2DAEFBA84EAC4BADB7000000000000	風系--浸沐春風	00000308	00029362	452	1	1	00000000	00000000	00000000
all_magic.act	2	19	6019	6019	ADB7A8742D2DB173ADB7B34E0000000000000000	風系--御風術	00000334	0002C872	458	1	1	00000000	00000000	00000000
all_magic.act	2	20	6020	6020	ADB7A8742D2DAAC5C646B1DB0000000000000000	風系--空靈旋	00000360	000317C2	538	1	1	00000000	00000000	00000000
all_magic.act	2	21	6021	6021	ADB7A8742D2DAB43ADB7C17EBA61000000000000	風系--青風薪榮	0000038C	00030FBA	1498	3	3	00000000	00000000	00000000
all_magic.act	2	22	6022	6022	ADB7A8742D2DA4D1ADB7B1B2A464B67600000000	風系--天風捲千鈞	000003B8	00031F4A	354	1	1	00000000	00000000	00000000
all_magic.act	2	23	6023	6023	ADB7A8742D2DABE3AAC5BA4BAC50000000000000	風系--怒空摘星	000003E4	000418CE	638	1	1	00000000	00000000	00000000
all_magic.act	2	24	6024	6024	ADB7A8742D2DA5D5AAEAAC50ADB0310000000000	風系--白虎星降1	00000410	00040AA4	806	1	1	00000000	00000000	00000000
all_magic.act	2	25	6025	6025	A467A8742D2DC044A4B8A44AA5DB310000000000	土系--錮元入石1	0000043C	0002CCE0	526	1	1	00000000	00000000	00000000
all_magic.act	2	26	6026	6026	A467A8742D2DA661C073C6700000000000000000	土系--地龍鑽	00000468	0002D8C4	336	1	1	00000000	00000000	00000000
all_magic.act	2	27	6027	6027	A467A8742D2DB8A8A5DBB34E3100000000000000	土系--落石術1	00000494	000320AC	388	1	1	00000000	00000000	00000000
all_magic.act	2	28	6028	6028	A467A8742D2DA5DBC074C540A5D2000000000000	土系--石龜護甲	000004C0	0002FF4E	872	1	1	00000000	00000000	00000000
all_magic.act	2	29	6029	6029	A467A8742D2DC0DCC469B0CAA661310000000000	土系--濤瀾動地1	000004EC	000319DC	462	1	1	00000000	00000000	00000000
all_magic.act	2	30	6030	6030	A467A8742D2DA867A846ADB8A5DB000000000000	土系--狂沙飛石	00000518	0002CA3C	676	1	1	00000000	00000000	00000000
all_magic.act	2	31	6031	6031	A467A8742D2DA5C8AA5AB27BA540320000000000	土系--玄武現世2	00000544	00040EC4	886	1	1	00000000	00000000	00000000
all_magic.act	2	32	6032	6032	A467A8742D2DA8C8AF53A9D4B4B5A5A8C6463100	土系--亞特拉斯巨靈1	00000570	0003F0DA	514	1	1	00000000	00000000	00000000
all_magic.act	2	33	6033	6033	B971A8742D2DAF65B971B34E0000000000000000	電系--疾電術	0000059C	00020786	298	1	1	00000000	00000000	00000000
all_magic.act	2	34	6034	6034	B971A8742D2DB971AEF0A8A4C670000000000000	電系--電氣角鑽	000005C8	0002C1A0	350	1	1	00000000	00000000	00000000
all_magic.act	2	35	6035	6035	B971A8742D2DA7A2C2F7B970B971000000000000	電系--坎離雷電	000005F4	00025978	322	1	1	00000000	00000000	00000000
all_magic.act	2	36	6036	6036	B971A8742D2DA4D3B3B1AFABB970000000000000	電系--太陰神雷	00000620	0003F750	602	1	1	00000000	00000000	00000000
all_magic.act	2	37	6037	6037	B971A8742D2DA4D1B5BEA962B970AF7D00000000	電系--天翔奔雷破	0000064C	000328AA	342	1	1	00000000	00000000	00000000
all_magic.act	2	38	6038	6038	B971A8742D2DA4D1B970BE5FA44BA4E800000000	電系--天雷震八方	00000678	0003FB98	582	1	1	00000000	00000000	00000000
all_magic.act	2	39	6039	6039	B971A8742D2DB6B3C073A8ADA57CC16132000000	電系--雲龍身四縱2	000006A4	0004064C	430	1	1	00000000	00000000	00000000
all_magic.act	2	40	6040	6040	B971A8742D2DB970AFABB0CAA445A4D100000000	電系--雷神動九天	000006D0	0003E0B0	670	1	1	00000000	00000000	00000000
all_magic.act	2	41	6041	6041	A5FAA8742D2DA4D1A8CFBAD6ADB5000000000000	光系--天使福音	000006FC	0002B310	286	1	1	00000000	00000000	00000000
all_magic.act	2	42	6042	6042	A5FAA8742D2DB854A8A5ABCAA947B34E00000000	光系--禁言封咒術	00000728	000359A8	1934	2	2	00000000	00000000	00000000
all_magic.act	2	43	6043	6043	A5FAA8742D2DB874A5FABC750000000000000000	光系--聖光彈	00000754	0002DCD0	462	1	1	00000000	00000000	00000000
all_magic.act	2	44	6044	6044	A5FAA8742D2DB874A4F5A4DBBC43000000000000	光系--聖火幻劍	00000780	00032230	562	1	1	00000000	00000000	00000000
all_magic.act	2	45	6045	6045	A5FAA8742D2DC1F8B6B3B86EA8AD000000000000	光系--霞雲罩身	000007AC	00042236	264	1	1	00000000	00000000	00000000
all_magic.act	2	46	6046	6046	A5FAA8742D2DA550ADB5B262A4C6000000000000	光系--仙音淨化	000007D8	00032A00	458	1	1	00000000	00000000	00000000
all_magic.act	2	47	6047	6047	A5FAA8742D2DA445C073A4C6B6CBB34E00000000	光系--九龍化傷術	00000804	00031BAA	462	1	1	00000000	00000000	00000000
all_magic.act	2	48	6048	6048	A5FAA8742D2DA4B8C5E9C646B7C0000000000000	光系--元體靈滅	00000830	00032462	390	1	1	00000000	00000000	00000000
all_magic.act	2	49	6049	6049	A5FAA8742D2DADB3B9A4A5F1C55D000000000000	光系--韋馱伏魔	0000085C	0003A83E	606	1	1	00000000	00000000	00000000
all_magic.act	2	50	6050	6050	A5FAA8742D2DB54CACDBA670A8D3000000000000	光系--無相如來	00000888	0004157C	850	1	1	00000000	00000000	00000000
all_magic.act	2	51	6051	6051	B774A8742D2DC046A4F5B34E0000000000000000	暗系--閻火術	000008B4	00032776	308	1	1	00000000	00000000	00000000
all_magic.act	2	52	6052	6052	B774A8742D2DADB9BBEEA9470000000000000000	暗系--食魂咒	000008E0	00029526	394	1	1	00000000	00000000	00000000
all_magic.act	2	53	6053	6053	B774A8742D2DA4ADAC72A9470000000000000000	暗系--五毒咒	0000090C	00036C38	486	1	1	00000000	00000000	00000000
all_magic.act	2	54	6054	6054	B774A8742D2DB067B74EAA690000000000000000	暗系--迷意波	00000938	00039DFE	1064	1	1	00000000	00000000	00000000
all_magic.act	2	55	6055	6055	B774A8742D2DB7D2BABBB3B1A4F5000000000000	暗系--煉獄陰火	00000964	00031D78	466	1	1	00000000	00000000	00000000
all_magic.act	2	56	6056	6056	B774A8742D2DB049BADCB34E0000000000000000	暗系--衰竭術	00000990	000296B0	296	1	1	00000000	00000000	00000000
all_magic.act	2	57	6057	6057	B774A8742D2DA8CCC55DA6E6B4BC000000000000	暗系--依魔行智	000009BC	00037520	862	1	1	00000000	00000000	00000000
all_magic.act	2	58	6058	6058	B774A8742D2DB5B5AEF0C046C073320000000000	暗系--紫氣閻龍2	000009E8	00032D4A	650	1	1	00000000	00000000	00000000
all_magic.act	2	59	6059	6059	B774A8742D2DA451A8B8B4B2BBEE310000000000	暗系--十邪散魂1	00000A14	000400BC	452	1	1	00000000	00000000	00000000
all_magic.act	2	60	6060	6060	B774A8742D2DADDFAC79BCEBA44A310000000000	暗系--冥流潺入1	00000A40	00032FD4	194	1	1	00000000	00000000	00000000
all_magic.act	2	61	6061	61	0000000000000000000000000000000000000000		00000A6C	0002377C	598	1	1	00000000	00000000	00000000
all_magic.act	2	62	6062	6062	BBB2A7552D2DA4D1A8CFA4A7B2B4000000000000	輔助--天使之眼	00000A98	0002F0D6	650	2	2	00000000	00000000	00000000
