audit_order	address	navigation_name	entry_family	candidate_confidence_navigation	direct_callers_navigation	direct_callees_navigation	prior_review_navigation	closure_status	closure_evidence	closure_rule
152	0x00469080	sub_469080	script_dispatch_ai_and_targeting	medium	0x00466F70:1	0x0042E850:2;0x004321E0:1;0x00435650:2;0x00436AD0:2;0x0043B110:1;0x00469620:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-victory-item-list-panel-00469080.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
153	0x00469220	sub_469220	script_dispatch_ai_and_targeting	medium	0x00466F70:1	0x0042E850:2;0x004321E0:1;0x00435650:2;0x00436AD0:2;0x0043B110:1;0x00469620:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-defeat-panel-00469220.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
154	0x00469340	sub_469340	script_dispatch_ai_and_targeting	medium	0x00466F70:1	0x0042E850:2;0x004321E0:1;0x00436AD0:4;0x0043B110:1;0x00469620:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-talisman-result-panel-00469340.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
155	0x004694E0	sub_4694E0	script_dispatch_ai_and_targeting	medium	0x00466F70:1		mechanical_candidate_not_manually_reviewed	assembly_exact	evidence/battle-transition-control-selection-004694e0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
156	0x00469550	sub_469550	script_dispatch_ai_and_targeting	medium	0x00459D10:2	0x0042E850:1;0x004321E0:1;0x00436AD0:2;0x0043B110:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-text-panel-00469550.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
157	0x00469620	sub_469620	script_dispatch_ai_and_targeting	medium	0x00467710:1;0x00467AC0:1;0x00467F00:1;0x00468930:1;0x00468AD0:1;0x00468ED0:1;0x00469080:1;0x00469220:1;0x00469340:1;0x00469650:1		mechanical_candidate_not_manually_reviewed	assembly_exact	evidence/battle-transition-stage-advance-00469620.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
158	0x00469650	sub_469650	script_dispatch_ai_and_targeting	medium	0x00453200:1	0x004239D0:5;0x0042E850:2;0x004321E0:1;0x00436AD0:2;0x0043B110:1;0x00450A50:1;0x00469620:1;0x00489654:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-debug-status-panel-00469650.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
159	0x004698E0	sub_4698E0	script_dispatch_ai_and_targeting	medium	0x004527E0:1;0x004539B0:5;0x00456680:3;0x004576A0:2;0x0045D8F0:2;0x0045EA80:1;0x0045F2A0:1;0x00462740:2;0x00470380:3;0x0047D640:1;0x0047E070:6;0x0047E950:13	0x00487C10:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-text-message-004698e0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
160	0x00469960	sub_469960	script_dispatch_ai_and_targeting	medium	0x00453200:1	0x0042E850:1;0x004321E0:1;0x00436AD0:4;0x0043B110:1;0x00450A50:7;0x004885A0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-text-message-frame-00469960.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
161	0x00469D20	sub_469D20	script_dispatch_ai_and_targeting	confirmed_boundary	0x0040A570:1	0x0040AFF0:3;0x0040BAA0:1;0x0040BB20:3;0x0040DC00:1;0x0040DC50:1;0x0040DC80:1;0x0040DCB0:1;0x00439070:4;0x0044A240:3;0x0044D620:1;0x0044D680:2;0x00451940:2;0x00451B10:1;0x004527E0:1;0x00453200:33;0x0045B0E0:6;0x0045B190:1;0x0045B5A0:1;0x0045B630:3;0x0045D180:1;0x0045EE70:7;0x0046E1E0:10;0x0046E260:2;0x0046E290:1;0x004707B0:1;0x00475820:1;0x00476160:1;0x00476250:1;0x00476920:1;0x004769A0:1;0x00476A10:1;0x00477BD0:1;0x00478330:3;0x004783B0:6;0x00478470:2;0x004785C0:13;0x00478600:13;0x00478710:7;0x00478780:1;0x004787D0:1;0x004787F0:2;0x00478830:2;0x00478A70:6;0x00478AB0:1;0x00478AC0:1;0x0047C660:13;0x0047CE80:13;0x0047CEB0:1;0x0047CEC0:1;0x0047D350:6;0x0047D640:1;0x0047D810:2;0x0047D830:2;0x0047D860:6;0x0047D880:1;0x0047D8B0:1;0x0047D8D0:1;0x0047D900:7;0x0047D950:2;0x0047DA10:2;0x0047DA90:1;0x0047E880:1;0x0047F150:4;0x0047F3A0:1;0x0047F900:4;0x0047F910:1;0x00482EC0:2;0x004838A0:1;0x00484500:3;0x00485610:1;0x004856C0:1;0x00485710:1;0x00485850:1;0x00487C10:7;0x004885A0:4;0x00489654:3	manual_reviewed_current_assembly	platform_adapted	evidence/battle-script-dispatch-00469d20.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
162	0x0046E090	sub_46E090	script_dispatch_ai_and_targeting	medium			mechanical_candidate_not_manually_reviewed	assembly_exact	evidence/battle-group-a-primary-skip-getter-0046e090.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
163	0x0046E0A0	sub_46E0A0	script_dispatch_ai_and_targeting	medium			mechanical_candidate_not_manually_reviewed	assembly_exact	evidence/battle-group-a-secondary-skip-getter-0046e0a0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
164	0x0046E0B0	sub_46E0B0	script_dispatch_ai_and_targeting	medium	0x00451B10:1	0x00487C10:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-script-window-load-0046e0b0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
165	0x0046E1E0	sub_46E1E0	script_dispatch_ai_and_targeting	medium	0x00469D20:10	0x00487C10:1;0x004885A0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-script-page-load-0046e1e0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
166	0x0046E260	sub_46E260	script_dispatch_ai_and_targeting	medium	0x00469D20:2	0x004885A0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-script-shutdown-0046e260.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
167	0x0046E290	sub_46E290	script_dispatch_ai_and_targeting	medium	0x00469D20:1	0x00437EF0:1;0x00437F40:1;0x00437F90:1;0x00489654:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-script-curve-sample-0046e290.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
168	0x0046E490	sub_46E490	script_dispatch_ai_and_targeting	medium		0x00478250:1;0x00487C10:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-a-element-construction-0046e490.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
169	0x0046E4D0	sub_46E4D0	script_dispatch_ai_and_targeting	medium		0x00475180:1;0x00478300:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-a-element-destruction-0046e4d0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
170	0x0046E520	sub_46E520	script_dispatch_ai_and_targeting	medium	0x004527E0:1;0x00456680:1		mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-actor-progress-0046e520.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
171	0x0046E6A0	sub_46E6A0	script_dispatch_ai_and_targeting	medium	0x0046E730:1		mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-a-workspace-reset-0046e6a0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
172	0x0046E730	sub_46E730	script_dispatch_ai_and_targeting	medium	0x00451B10:1	0x00431150:1;0x0046E6A0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-a-configuration-0046e730.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
173	0x0046E850	sub_46E850	script_dispatch_ai_and_targeting	medium	0x00451B10:1		mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-a-resource-pair-0046e850.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
174	0x0046E870	sub_46E870	script_dispatch_ai_and_targeting	medium	0x00451B10:1		mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-a-value-pair-0046e870.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
175	0x0046E890	sub_46E890	script_dispatch_ai_and_targeting	medium	0x004539B0:1	0x00431150:1;0x00476DB0:1;0x00478220:1;0x00487C10:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-a-summon-materialization-0046e890.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
176	0x0046E9C0	sub_46E9C0	script_dispatch_ai_and_targeting	medium	0x00451B10:2	0x00431150:1;0x00476DB0:1;0x00478220:1;0x00487C10:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-a-npc-materialization-0046e9c0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
177	0x0046EBB0	sub_46EBB0	script_dispatch_ai_and_targeting	medium	0x00451B10:1	0x00431150:1;0x0046F030:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-a-attribute-aggregation-0046ebb0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
178	0x0046EE60	sub_46EE60	script_dispatch_ai_and_targeting	medium	0x00456680:1	0x004787D0:3;0x0047CEC0:3;0x0047CF00:3;0x0047D640:3;0x0047F150:3	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-a-attribute-effect-0046ee60.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
179	0x0046F030	sub_46F030	script_dispatch_ai_and_targeting	medium	0x0046EBB0:1	0x004779F0:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-a-embedded-profile-application-0046f030.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
180	0x0046F1F0	sub_46F1F0	script_dispatch_ai_and_targeting	medium	0x0046FFF0:1	0x00482F10:9;0x00482F70:1;0x004830A0:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-a-item-effect-application-0046f1f0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
181	0x0046F5B0	sub_46F5B0	script_dispatch_ai_and_targeting	medium	0x00467710:1	0x00487C10:1;0x00489654:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-a-reward-profile-application-0046f5b0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
182	0x0046F6E0	sub_46F6E0	script_dispatch_ai_and_targeting	medium	0x0045C010:4	0x00487C10:1;0x00489654:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-a-effect-reward-application-0046f6e0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
183	0x0046F850	sub_46F850	script_dispatch_ai_and_targeting	medium	0x00468FF0:1		mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-a-growth-reward-selection-0046f850.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
184	0x0046F8C0	sub_46F8C0	script_dispatch_ai_and_targeting	medium	0x004539B0:3	0x004170E0:2;0x0045D3E0:1;0x00474FC0:2;0x00478780:1;0x0047C950:1;0x0047F940:1;0x004831C0:1;0x004838D0:1;0x00483B30:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-a-action-execution-0046f8c0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
185	0x0046FF00	sub_46FF00	script_dispatch_ai_and_targeting	medium	0x0046FFF0:1	0x00439070:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-a-profile-mode-selection-0046ff00.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
186	0x0046FFE0	sub_46FFE0	script_dispatch_ai_and_targeting	medium	0x004655B0:2;0x00466500:2;0x00470180:1;0x004702E0:1;0x00470380:2;0x004705C0:1		mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
187	0x0046FFF0	sub_46FFF0	script_dispatch_ai_and_targeting	medium	0x00456680:2	0x0046F1F0:1;0x0046FF00:1;0x00476A80:2	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
188	0x00470180	sub_470180	actor_actions_effects_and_rendering	medium	0x004655B0:1;0x00466500:1	0x0046FFE0:1;0x00476A80:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
189	0x004702E0	sub_4702E0	actor_actions_effects_and_rendering	medium	0x004655B0:1;0x00466500:1	0x0046FFE0:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
190	0x00470380	sub_470380	actor_actions_effects_and_rendering	medium	0x00462740:1	0x004698E0:3;0x0046FFE0:2;0x00470900:1;0x00485610:2	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
191	0x004705C0	sub_4705C0	actor_actions_effects_and_rendering	medium	0x00462740:2	0x0046FFE0:1;0x00476A80:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
192	0x004707B0	sub_4707B0	actor_actions_effects_and_rendering	medium	0x004539B0:1;0x00469D20:1	0x00476A80:1;0x00476DB0:1;0x00478220:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
193	0x00470820	sub_470820	actor_actions_effects_and_rendering	medium	0x00456680:1	0x00470890:2;0x00470E20:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
194	0x00470890	sub_470890	actor_actions_effects_and_rendering	medium	0x00470820:2		mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
195	0x004708C0	sub_4708C0	actor_actions_effects_and_rendering	medium	0x00456680:1;0x00462740:1		mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
196	0x00470900	sub_470900	actor_actions_effects_and_rendering	medium	0x004659C0:2;0x00465E50:2;0x00466190:2;0x00470380:1;0x00470910:1;0x00470A10:1;0x00470AC0:1;0x00470E20:2;0x00470F70:1;0x00470FE0:1;0x00471080:1		mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
197	0x00470910	sub_470910	actor_actions_effects_and_rendering	medium	0x004659C0:1	0x00470900:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
198	0x00470A10	sub_470A10	actor_actions_effects_and_rendering	medium	0x004659C0:1;0x00465E50:1	0x00470900:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
199	0x00470AC0	sub_470AC0	actor_actions_effects_and_rendering	medium	0x00462740:3	0x00431150:1;0x00470900:1;0x00476A80:3	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
200	0x00470E20	sub_470E20	actor_actions_effects_and_rendering	medium	0x004539B0:2;0x00462740:3;0x00470820:1	0x00470900:2;0x004885A0:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
201	0x00470F70	sub_470F70	actor_actions_effects_and_rendering	medium	0x00465E50:1	0x00470900:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
202	0x00470FE0	sub_470FE0	actor_actions_effects_and_rendering	medium	0x00466190:2	0x00470900:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
203	0x00471080	sub_471080	actor_actions_effects_and_rendering	medium	0x00466190:1	0x00470900:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
204	0x004710D0	sub_4710D0	actor_actions_effects_and_rendering	medium	0x004539B0:1	0x004019A0:1;0x00433F30:1;0x00478470:1;0x00478620:1;0x0047CE70:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
205	0x00471270	sub_471270	actor_actions_effects_and_rendering	medium	0x004539B0:1	0x00434790:1;0x00471FC0:5;0x004885A0:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
206	0x004714B0	sub_4714B0	actor_actions_effects_and_rendering	medium	0x00456680:1	0x00439070:3	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
207	0x00471540	sub_471540	actor_actions_effects_and_rendering	medium	0x00456680:2	0x004170E0:1;0x004315D0:1;0x004321E0:1;0x004785C0:1;0x00478600:1;0x0047F920:1;0x00485610:1;0x00485650:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
208	0x004717D0	sub_4717D0	actor_actions_effects_and_rendering	medium	0x00462740:1		mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
209	0x004717E0	sub_4717E0	actor_actions_effects_and_rendering	medium	0x00462740:1		mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
210	0x004717F0	sub_4717F0	actor_actions_effects_and_rendering	medium	0x004539B0:1	0x004170E0:2;0x004315D0:1;0x004321E0:1;0x00434350:1;0x004783B0:1;0x00478400:1;0x00478470:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
211	0x00471AD0	sub_471AD0	actor_actions_effects_and_rendering	medium	0x004539B0:1	0x004170E0:2;0x004315D0:1;0x004321E0:1;0x00434350:1;0x004783B0:1;0x00478400:1;0x00478470:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
212	0x00471D60	sub_471D60	actor_actions_effects_and_rendering	medium	0x004539B0:1;0x00466F70:1	0x004170E0:1;0x004315D0:1;0x004321E0:1;0x00485610:2	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
213	0x00471FC0	sub_471FC0	actor_actions_effects_and_rendering	medium	0x00471270:5	0x004170E0:2;0x004315D0:1;0x004321E0:1;0x00434350:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
214	0x004721F0	sub_4721F0	actor_actions_effects_and_rendering	medium	0x004539B0:1	0x004170E0:2;0x004315D0:1;0x004321E0:1;0x004783B0:1;0x00485610:1;0x00485650:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
215	0x00472430	sub_472430	actor_actions_effects_and_rendering	medium	0x004539B0:1	0x00439070:1;0x00480AD0:1;0x00482F10:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
216	0x004724D0	sub_4724D0	actor_actions_effects_and_rendering	medium	0x004539B0:1	0x004170E0:2;0x004315D0:1;0x004321E0:1;0x00485610:1;0x00485650:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
217	0x00472710	sub_472710	actor_actions_effects_and_rendering	medium	0x004539B0:1	0x00480AD0:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
218	0x00472730	sub_472730	actor_actions_effects_and_rendering	medium	0x004539B0:1	0x00439070:3;0x00480AD0:1;0x00484500:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
219	0x004728D0	sub_4728D0	actor_actions_effects_and_rendering	medium	0x0045EA80:1;0x0045F2A0:1		mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
220	0x004728E0	sub_4728E0	actor_actions_effects_and_rendering	medium	0x004539B0:1	0x004170E0:3;0x004315D0:1;0x004321E0:1;0x004783B0:1;0x00478780:1;0x0047CEC0:1;0x0047D640:1;0x00481010:1;0x004838D0:1;0x00485610:1;0x00485650:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
221	0x00472C70	sub_472C70	actor_actions_effects_and_rendering	medium	0x0045C010:4	0x00482F10:1;0x004830A0:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
222	0x00472CE0	sub_472CE0	actor_actions_effects_and_rendering	medium	0x004539B0:6	0x004170E0:3;0x004315D0:2;0x004321E0:2;0x004783B0:1;0x00485610:1;0x00485650:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
223	0x00473010	sub_473010	actor_actions_effects_and_rendering	medium	0x004539B0:1	0x0045D3E0:1;0x004831C0:1;0x00483B30:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
224	0x004731A0	sub_4731A0	actor_actions_effects_and_rendering	medium	0x004539B0:1	0x004170E0:2;0x004315D0:1;0x004321E0:1;0x0045AF90:1;0x004783B0:1;0x00478780:1;0x004787D0:2;0x0047CEC0:3;0x0047CF00:2;0x0047D640:3;0x0047F150:1;0x0047F940:1;0x00481010:1;0x00485610:1;0x00485650:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
225	0x004735B0	sub_4735B0	actor_actions_effects_and_rendering	medium	0x004539B0:1	0x004170E0:5;0x004315D0:2;0x004321E0:2;0x00478780:1;0x0047CEC0:1;0x0047D640:1;0x0047F940:1;0x00481010:1;0x00483DB0:1;0x00485610:2;0x00485650:2	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
226	0x00473C10	sub_473C10	actor_actions_effects_and_rendering	medium	0x004539B0:1	0x004170E0:7;0x004315D0:3;0x004321E0:3;0x00474FC0:3;0x004783B0:1;0x00478780:1;0x004820A0:1;0x004831C0:1;0x004838D0:1;0x00485610:2;0x00485650:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
227	0x004745B0	sub_4745B0	actor_actions_effects_and_rendering	medium	0x004539B0:2	0x004170E0:2;0x0045AF90:1;0x0045D3E0:1;0x00474FC0:2;0x00478780:2;0x0047F940:1;0x004831C0:1;0x004838D0:1;0x00483B30:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
228	0x00474B60	sub_474B60	actor_actions_effects_and_rendering	medium	0x004539B0:1	0x00439070:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
229	0x00474BA0	sub_474BA0	actor_actions_effects_and_rendering	medium	0x004539B0:1	0x004783B0:2;0x0047FC40:1;0x004800F0:1;0x004801A0:1;0x00481FD0:2;0x004831C0:1;0x00483B30:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
230	0x00474E60	sub_474E60	actor_actions_effects_and_rendering	medium	0x004539B0:1	0x004783B0:1;0x00482840:1;0x004831C0:1;0x00484230:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
231	0x00474FC0	sub_474FC0	actor_actions_effects_and_rendering	medium	0x0046F8C0:2;0x00473C10:3;0x004745B0:2	0x00477830:1;0x00478780:1;0x0047CD60:1;0x0047CEC0:1;0x0047D640:1;0x00481010:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
232	0x004750C0	sub_4750C0	actor_actions_effects_and_rendering	medium	0x004576A0:1;0x0045AA00:1;0x00461C10:4;0x00464270:1;0x00466F70:1		mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
233	0x00475160	sub_475160	actor_actions_effects_and_rendering	medium	0x00466F70:1	0x00482F10:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
234	0x00475180	sub_475180	actor_actions_effects_and_rendering	medium	0x0045EA30:1;0x0046E4D0:1	0x004885A0:2	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
235	0x004751C0	sub_4751C0	actor_actions_effects_and_rendering	medium	0x004539B0:1	0x004170E0:2;0x004315D0:1;0x004321E0:1;0x004783B0:1;0x00478780:1;0x0047FC40:2;0x004800F0:2;0x004801A0:2;0x00485610:2;0x00485650:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
236	0x00475560	sub_475560	actor_actions_effects_and_rendering	medium		0x00478250:1;0x00487C10:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
237	0x00475590	sub_475590	actor_actions_effects_and_rendering	medium		0x00476A60:1;0x00478300:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
238	0x004755E0	sub_4755E0	actor_actions_effects_and_rendering	medium	0x00451B10:1;0x004576A0:1		mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
239	0x00475720	sub_475720	actor_actions_effects_and_rendering	medium	0x00451B10:1;0x00455D60:1	0x00476A80:1;0x00476DB0:1;0x00478220:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
240	0x00475820	sub_475820	actor_actions_effects_and_rendering	medium	0x00469D20:1	0x00476A80:1;0x00476DB0:1;0x00478220:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
241	0x00475870	sub_475870	actor_actions_effects_and_rendering	medium	0x0045AA00:1		mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
242	0x004758A0	sub_4758A0	actor_actions_effects_and_rendering	medium	0x00455D60:2	0x004170E0:2;0x00439070:1;0x0045AF90:1;0x0045D3E0:1;0x00478780:5;0x004787D0:2;0x0047C6B0:1;0x0047C950:1;0x0047CD60:2;0x0047CEC0:2;0x0047D640:4;0x0047F360:2;0x0047F940:1;0x00481A40:2;0x00482E90:2;0x004831C0:1;0x004838D0:1;0x00483B30:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
243	0x00476080	sub_476080	actor_actions_effects_and_rendering	medium	0x004576A0:1	0x00439070:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
244	0x00476140	sub_476140	actor_actions_effects_and_rendering	medium	0x004576A0:1		mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
245	0x00476160	sub_476160	actor_actions_effects_and_rendering	medium	0x004539B0:1;0x00469D20:1	0x00476A80:1;0x00476DB0:1;0x00478710:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
246	0x004761D0	sub_4761D0	actor_actions_effects_and_rendering	medium	0x004576A0:1	0x00476A80:1;0x00478710:2	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body and external chunks
