audit_order	address	navigation_name	entry_family	candidate_confidence_navigation	direct_callers_navigation	direct_callees_navigation	prior_review_navigation	closure_status	closure_evidence	closure_rule
162	0x00448CA0	sub_448CA0	standard_modes_1_3_4_5_6	medium		0x0040DC80:1;0x00485610:1;0x00485850:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
163	0x00448DA0	sub_448DA0	standard_modes_1_3_4_5_6	medium		0x0040DCB0:1;0x00485610:1;0x00485850:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
164	0x00448EB0	sub_448EB0	standard_modes_1_3_4_5_6	medium			mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
165	0x00448EE0	sub_448EE0	standard_modes_1_3_4_5_6	medium	0x00448700:1;0x00448840:4	0x0040DC80:1;0x004321E0:1;0x004389D0:1;0x004858D0:1;0x00485910:1;0x00487C10:1;0x00489D00:1;0x00489E90:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
166	0x00449050	sub_449050	standard_modes_1_3_4_5_6	medium	0x00448840:1	0x0040DC50:1;0x00423AF0:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
167	0x004490C0	sub_4490C0	standard_modes_1_3_4_5_6	medium		0x00406D30:2;0x00409DD0:1;0x0040DC50:2;0x0040DCB0:2;0x0040EBF0:10;0x0040F160:1;0x00411700:1;0x00420490:3;0x00421FB0:1;0x004239D0:3;0x00436AD0:10;0x004372E0:1;0x004389D0:1;0x00438A60:1;0x00438A70:1;0x00438AF0:1;0x00439070:3;0x0043B110:1;0x0043BAB0:1;0x00449C30:4;0x00449D80:1;0x004885A0:3;0x00489B70:1;0x00489D00:2;0x00489E90:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
168	0x00449C30	sub_449C30	standard_modes_1_3_4_5_6	medium	0x004490C0:4	0x004170E0:3;0x004315D0:1;0x004321E0:1;0x0044A240:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
169	0x00449D80	sub_449D80	standard_modes_1_3_4_5_6	medium	0x004490C0:1		mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
170	0x00449FF0	sub_449FF0	standard_modes_1_3_4_5_6	medium		0x00487C10:2	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
171	0x0044A030	sub_44A030	standard_modes_1_3_4_5_6	medium	0x0044A250:1	0x004885A0:2	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
172	0x0044A050	sub_44A050	standard_modes_1_3_4_5_6	medium		0x0040DC50:1;0x0044A0D0:1;0x0044A250:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
173	0x0044A0D0	sub_44A0D0	standard_modes_1_3_4_5_6	medium	0x0044A050:1	0x0044AB00:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
174	0x0044A160	sub_44A160	standard_modes_1_3_4_5_6	medium		0x0044AB00:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
175	0x0044A1D0	sub_44A1D0	standard_modes_1_3_4_5_6	medium		0x0044AB00:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
176	0x0044A250	sub_44A250	standard_modes_1_3_4_5_6	medium	0x0044A050:1	0x0043B480:1;0x0044A030:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
177	0x0044A280	sub_44A280	standard_modes_1_3_4_5_6	medium		0x0040EBF0:3;0x004239D0:5;0x0042E850:3;0x00436AD0:25;0x0043B110:2;0x004425C0:1;0x0044AE70:4;0x00477290:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
178	0x0044AB00	sub_44AB00	standard_modes_1_3_4_5_6	medium	0x0044A0D0:1;0x0044A160:1;0x0044A1D0:1	0x0044D6E0:1;0x00477B40:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
179	0x0044AE70	sub_44AE70	standard_modes_1_3_4_5_6	medium	0x0044A280:4	0x004239D0:2;0x00436AD0:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
180	0x0044AF30	sub_44AF30	standard_modes_1_3_4_5_6	medium		0x0040DC50:1;0x00487C10:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
181	0x0044B010	sub_44B010	standard_modes_1_3_4_5_6	confirmed_boundary	0x004070A0:1;0x0044C0E0:1;0x0044C160:1	0x0040DC50:1;0x00423AF0:1;0x004885A0:1	manual_reviewed_current_assembly	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
182	0x0044B070	sub_44B070	standard_modes_1_3_4_5_6	medium		0x0040DC80:1;0x0040DCB0:1;0x00437300:1;0x0043C090:1;0x0044B560:1;0x0044B6E0:1;0x0044B840:1;0x0044B930:1;0x0044BDA0:9;0x0044C0E0:1;0x00485610:2;0x00485850:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
183	0x0044B560	sub_44B560	standard_modes_1_3_4_5_6	medium	0x0044B070:1	0x0044D010:1;0x0044D050:1;0x00485610:3	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
184	0x0044B6E0	sub_44B6E0	standard_modes_1_3_4_5_6	medium	0x0044B070:1;0x0044B930:1	0x0044D010:1;0x0044D050:1;0x00485610:3	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
185	0x0044B840	sub_44B840	standard_modes_1_3_4_5_6	medium	0x0044B070:1	0x00485610:4	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
186	0x0044B930	sub_44B930	standard_modes_1_3_4_5_6	medium	0x0044B070:1	0x0044B6E0:1;0x00485610:4	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
187	0x0044BA20	sub_44BA20	standard_modes_1_3_4_5_6	medium		0x0040DC80:1;0x00485610:3;0x00485850:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
188	0x0044BBD0	sub_44BBD0	standard_modes_1_3_4_5_6	medium		0x0040DCB0:1;0x00485610:3;0x00485850:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
189	0x0044BDA0	sub_44BDA0	standard_modes_1_3_4_5_6	medium	0x0044B070:9	0x00406D30:2;0x0040DC50:1;0x00423E00:1;0x00424390:1;0x0043BE40:1;0x0044D010:1;0x00485610:5;0x00485880:1;0x00485910:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
190	0x0044C0E0	sub_44C0E0	standard_modes_1_3_4_5_6	medium	0x0044B070:1	0x0043B480:1;0x0044B010:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
191	0x0044C160	sub_44C160	standard_modes_1_3_4_5_6	medium		0x0040DC50:2;0x0040DCB0:1;0x0040DD30:1;0x0040EBF0:6;0x00420490:2;0x004239D0:3;0x0042E850:5;0x004321E0:1;0x00436AD0:23;0x004372D0:1;0x004372E0:1;0x0043AE40:1;0x0043B110:10;0x0043BAB0:4;0x0044B010:1;0x0044D070:1;0x00485610:4	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
192	0x0044D010	sub_44D010	standard_modes_1_3_4_5_6	medium	0x0044B560:1;0x0044B6E0:1;0x0044BDA0:1		mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
193	0x0044D050	sub_44D050	standard_modes_1_3_4_5_6	medium	0x0044B560:1;0x0044B6E0:1		mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
194	0x0044D070	sub_44D070	standard_modes_1_3_4_5_6	medium	0x0044C160:1	0x0040EBF0:1;0x004306C0:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
195	0x0044D0F0	sub_44D0F0	standard_modes_1_3_4_5_6	confirmed_boundary	0x00427920:1	0x0044A240:1;0x00476DB0:1;0x00487C10:2;0x004885A0:6	manual_reviewed_current_assembly	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
196	0x0044D2D0	sub_44D2D0	standard_modes_1_3_4_5_6	confirmed_boundary	0x00402F80:1;0x004070A0:1;0x0040E0B0:9;0x0040F890:2;0x00427920:4;0x0043BCC0:1;0x0043E3D0:3;0x00441160:5;0x00446700:6;0x004482E0:2;0x00448650:1;0x0044E4A0:3	0x0044A240:1;0x00476DB0:1;0x00487C10:1;0x004885A0:4	manual_reviewed_current_assembly	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
197	0x0044D4E0	sub_44D4E0	standard_modes_1_3_4_5_6	medium	0x00446700:1		mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
198	0x0044D520	sub_44D520	standard_modes_1_3_4_5_6	medium	0x004485F0:2;0x0044E4A0:1	0x00487C10:2	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
199	0x0044D5A0	sub_44D5A0	standard_modes_1_3_4_5_6	medium	0x00448650:1;0x0044DA40:1;0x0044E4A0:2;0x0044E9D0:1	0x004885A0:2	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
200	0x0044D5D0	sub_44D5D0	standard_modes_1_3_4_5_6	confirmed_boundary	0x004070A0:1;0x0040E0B0:6;0x0043F000:1;0x0043F880:1;0x00442050:1;0x00444E80:1;0x00448230:1	0x00487C10:1	manual_reviewed_current_assembly	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
201	0x0044D620	sub_44D620	standard_modes_1_3_4_5_6	confirmed_boundary	0x00469D20:1		manual_reviewed_current_assembly	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
202	0x0044D650	sub_44D650	standard_modes_1_3_4_5_6	confirmed_boundary	0x00427920:2		manual_reviewed_current_assembly	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
203	0x0044D680	sub_44D680	standard_modes_1_3_4_5_6	confirmed_boundary	0x0040F890:1;0x00427920:4;0x0043F940:2;0x00446700:1;0x0044E4A0:1;0x00469D20:2		manual_reviewed_current_assembly	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
204	0x0044D6B0	sub_44D6B0	standard_modes_1_3_4_5_6	medium	0x00441160:1;0x0044DF00:1;0x0044DFF0:1;0x0044E0C0:1;0x0044E1B0:1;0x0044E4A0:1		mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
205	0x0044D6E0	sub_44D6E0	standard_modes_1_3_4_5_6	medium	0x00442AA0:1;0x00442B10:1;0x00442D70:2;0x00443BD0:5;0x00446700:5;0x0044AB00:1;0x0044FAF0:2	0x00476A80:1;0x00487C10:1;0x004885A0:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
206	0x0044D920	sub_44D920	standard_modes_1_3_4_5_6	medium	0x0044EA60:1	0x0040DC80:1;0x0040DCB0:1;0x00412930:1;0x00416F10:1;0x00416F60:1;0x00420490:1;0x00421FB0:1;0x0044DAA0:1;0x00487C10:2	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
207	0x0044DA40	sub_44DA40	standard_modes_1_3_4_5_6	medium	0x0044E9D0:1	0x0044D5A0:1;0x004885A0:3	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
208	0x0044DAA0	sub_44DAA0	standard_modes_1_3_4_5_6	medium	0x0044D920:1;0x0044EA60:1	0x0040DC00:9	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
209	0x0044DBC0	sub_44DBC0	standard_modes_1_3_4_5_6	medium	0x0044EA60:1	0x0043BA40:1;0x0044DF00:2;0x0044DFF0:1;0x0044E0C0:1;0x0044E1B0:1;0x0044E260:2;0x0044E330:2;0x0044E4A0:3;0x0044E9D0:2;0x00485610:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
210	0x0044DF00	sub_44DF00	standard_modes_1_3_4_5_6	medium	0x0044DBC0:2	0x0043B9A0:1;0x0043B9C0:1;0x0043B9E0:1;0x0044D6B0:1;0x0044F7D0:1;0x0044FAF0:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
211	0x0044DFF0	sub_44DFF0	standard_modes_1_3_4_5_6	medium	0x0044DBC0:1	0x0043B9A0:1;0x0043B9C0:1;0x0043B9E0:1;0x0044D6B0:1;0x0044F7D0:1;0x0044FAF0:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
212	0x0044E0C0	sub_44E0C0	standard_modes_1_3_4_5_6	medium	0x0044DBC0:1	0x0043B9A0:1;0x0043B9C0:1;0x0043B9E0:1;0x0044D6B0:1;0x0044F7D0:1;0x0044FAF0:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
213	0x0044E1B0	sub_44E1B0	standard_modes_1_3_4_5_6	medium	0x0044DBC0:1	0x0043B9A0:1;0x0043B9C0:1;0x0043B9E0:1;0x0044D6B0:1;0x0044F7D0:1;0x0044FAF0:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
214	0x0044E260	sub_44E260	standard_modes_1_3_4_5_6	medium	0x0044DBC0:2	0x0043B9A0:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
215	0x0044E330	sub_44E330	standard_modes_1_3_4_5_6	medium	0x0044DBC0:2	0x0043B9A0:1;0x0044F770:1;0x0044FA40:1;0x00485610:2	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
216	0x0044E4A0	sub_44E4A0	standard_modes_1_3_4_5_6	medium	0x0044DBC0:3	0x0043B980:2;0x0043B9A0:1;0x0043B9C0:2;0x0043B9E0:2;0x0044A240:2;0x0044D2D0:3;0x0044D520:1;0x0044D5A0:2;0x0044D680:1;0x0044D6B0:1;0x0044E9D0:1;0x0044F770:3;0x0044F7D0:2;0x0044F800:2;0x0044FAF0:1;0x00485610:5;0x00487C10:1;0x004885A0:3	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
217	0x0044E9D0	sub_44E9D0	standard_modes_1_3_4_5_6	medium	0x0044DBC0:2;0x0044E4A0:1	0x0044D5A0:1;0x0044DA40:1;0x0044F8E0:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
218	0x0044EA60	sub_44EA60	shop_mode_2	confirmed_boundary	0x0040A570:1	0x0040DC50:4;0x0040EBF0:10;0x004117F0:1;0x004149B0:1;0x00416F10:1;0x00416F60:1;0x00416FF0:3;0x004239D0:3;0x0042E850:9;0x00435620:2;0x00436AD0:15;0x00437DF0:1;0x0043AE40:1;0x0043B110:14;0x0043BAB0:1;0x0044D920:1;0x0044DAA0:1;0x0044DBC0:1;0x0044F770:4;0x0044F920:1;0x0044FA40:1;0x0044FD30:1	manual_reviewed_current_assembly	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
219	0x0044F770	sub_44F770	shop_mode_2	medium	0x0044E330:1;0x0044E4A0:3;0x0044EA60:4		mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
220	0x0044F7D0	sub_44F7D0	shop_mode_2	medium	0x0044DF00:1;0x0044DFF0:1;0x0044E0C0:1;0x0044E1B0:1;0x0044E4A0:2		mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
221	0x0044F800	sub_44F800	shop_mode_2	medium	0x0044E4A0:2	0x0044FF90:3	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
222	0x0044F8E0	sub_44F8E0	shop_mode_2	medium	0x0044E9D0:1	0x004885A0:2	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
223	0x0044F920	sub_44F920	shop_mode_2	medium	0x0044EA60:1		mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
224	0x0044FA40	sub_44FA40	shop_mode_2	medium	0x0044E330:1;0x0044EA60:1	0x0040DC50:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
225	0x0044FAF0	sub_44FAF0	shop_mode_2	medium	0x0044DF00:1;0x0044DFF0:1;0x0044E0C0:1;0x0044E1B0:1;0x0044E4A0:1	0x0040DC50:1;0x0044D6E0:2	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
226	0x0044FD30	sub_44FD30	shop_mode_2	medium	0x0044EA60:1	0x0040DC50:1;0x004239D0:3;0x00436AD0:6	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
227	0x0044FF90	sub_44FF90	shop_mode_2	medium	0x0044F800:3		mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
